SEASON_ID,Player_ID,Game_ID,GAME_DATE,MATCHUP,WL,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS,PLUS_MINUS,SEASON,Home or Road,Adversary,Adversary Name,Game Score
22023,1630595,22300453,2024-01-01,DET @ HOU,L,30,3,16,0.188,0,5,0.0,0,1,0.0,0,1,1,10,0,0,4,2,6,-21,2023-24,Road,HOU,Houston Rockets,113 - 136
22023,1630595,22300440,2023-12-30,DET vs. TOR,W,38,9,20,0.45,2,4,0.5,10,10,1.0,0,3,3,12,1,0,0,4,30,1,2023-24,Home,TOR,Toronto Raptors,129 - 127
22023,1630595,22300421,2023-12-28,DET @ BOS,L,43,12,22,0.545,4,6,0.667,3,4,0.75,1,5,6,9,3,2,6,3,31,4,2023-24,Road,BOS,Boston Celtics,122 - 128
22023,1630595,22300406,2023-12-26,DET vs. BKN,L,37,15,21,0.714,3,4,0.75,8,10,0.8,1,8,9,5,1,1,3,4,41,5,2023-24,Home,BKN,Brooklyn Nets,112 - 118
22023,1630595,22300394,2023-12-23,DET @ BKN,L,33,9,20,0.45,1,5,0.2,3,4,0.75,0,3,3,6,0,0,2,4,22,-5,2023-24,Road,BKN,Brooklyn Nets,115 - 126
22023,1630595,22300374,2023-12-21,DET vs. UTA,L,39,10,22,0.455,2,6,0.333,6,7,0.857,1,5,6,10,2,1,6,2,28,1,2023-24,Home,UTA,Utah Jazz,111 - 119
22023,1630595,22300352,2023-12-18,DET @ ATL,L,44,16,24,0.667,3,5,0.6,8,9,0.889,1,4,5,7,3,1,3,1,43,-2,2023-24,Road,ATL,Atlanta Hawks,124 - 130
22023,1630595,22300334,2023-12-16,DET @ MIL,L,31,10,17,0.588,0,2,0.0,5,6,0.833,0,1,1,6,1,0,2,3,25,-13,2023-24,Road,MIL,Milwaukee Bucks,114 - 146
22023,1630595,22300327,2023-12-15,DET @ PHI,L,24,2,9,0.222,0,2,0.0,0,0,0.0,0,3,3,2,1,1,3,3,4,-32,2023-24,Road,PHI,Philadelphia 76ers,92 - 124
22023,1630595,22300310,2023-12-13,DET vs. PHI,L,30,5,17,0.294,1,8,0.125,10,12,0.833,1,5,6,7,0,0,1,3,21,-23,2023-24,Home,PHI,Philadelphia 76ers,111 - 129
